tower_id,lat,lng,operator,signal_score,frequency_mhz,tx_power_dbm,height_m,zone,radio,range_m,samples,avg_signal_dbm,mcc,mnc,lac,cellid
OCI_405_803_28581,12.9,77.63,Unknown,65,900,43,35,HSR Layout,GSM,1000,1,0,405,803,1122,28581
OCI_404_45_48441,12.9,77.63,Airtel,65,900,43,35,HSR Layout,GSM,1000,1,0,404,45,25032,48441
OCI_404_45_48421,12.9,77.63,Airtel,65,900,43,35,HSR Layout,GSM,1000,1,0,404,45,25032,48421
OCI_404_45_26414149,12.9,77.63,Airtel,60,2100,43,30,HSR Layout,UMTS,1000,1,0,404,45,34031,26414149
OCI_404_45_8351,12.9,77.63,Airtel,65,900,43,35,HSR Layout,GSM,1000,1,0,404,45,4040,8351
OCI_404_45_9911,12.9,77.63,Airtel,65,900,43,35,HSR Layout,GSM,1000,1,0,404,45,4040,9911
OCI_404_45_15141,12.9,77.63,Airtel,65,900,43,35,HSR Layout,GSM,1000,1,0,404,45,4040,15141
OCI_404_45_26440741,12.9,77.63,Airtel,60,2100,43,30,HSR Layout,UMTS,1000,1,0,404,45,34034,26440741
OCI_405_803_13199504,12.9,77.63,Unknown,60,2100,43,30,HSR Layout,UMTS,1000,1,0,405,803,2012,13199504
OCI_404_45_27270288,12.9,77.63,Airtel,60,2100,43,30,HSR Layout,UMTS,1000,1,0,404,45,34034,27270288
OCI_404_86_20957682,12.82,77.65,Vi,60,2100,43,30,Electronic City,UMTS,1000,1,0,404,86,21901,20957682
OCI_404_45_28051,12.82,77.65,Airtel,65,900,43,35,Electronic City,GSM,2005,1,0,404,45,25093,28051
OCI_405_861_1545521,12.82,77.65,Jio,70,1800,46,30,Electronic City,LTE,1000,1,0,405,861,14,1545521
OCI_404_86_13432,12.82,77.65,Vi,65,900,43,35,Electronic City,GSM,1000,1,0,404,86,51114,13432
OCI_404_86_20957771,12.82,77.65,Vi,60,2100,43,30,Electronic City,UMTS,1000,1,0,404,86,21902,20957771
OCI_405_861_285717,12.82,77.65,Jio,70,1800,46,30,Electronic City,LTE,1000,1,0,405,861,14,285717
OCI_405_861_2216208,12.82,77.65,Jio,70,1800,46,30,Electronic City,LTE,1000,1,0,405,861,14,2216208
OCI_404_86_20966781,12.82,77.65,Vi,60,2100,43,30,Electronic City,UMTS,1000,1,0,404,86,21902,20966781
OCI_404_45_563467,12.82,77.66,Airtel,70,1800,46,30,Electronic City,LTE,1000,1,0,404,45,3303,563467
OCI_404_45_21751,12.82,77.65,Airtel,65,900,43,35,Electronic City,GSM,1000,1,0,404,45,10682,21751
OCI_405_861_1738033,12.82,77.65,Jio,70,1800,46,30,Electronic City,LTE,1000,1,0,405,861,14,1738033
OCI_404_45_534027,12.82,77.65,Airtel,70,1800,46,30,Electronic City,LTE,1000,1,0,404,45,3301,534027
OCI_405_861_1926706,12.82,77.65,Jio,70,1800,46,30,Electronic City,LTE,1000,1,0,405,861,14,1926706
OCI_405_861_1926677,12.82,77.65,Jio,70,1800,46,30,Electronic City,LTE,1000,1,0,405,861,14,1926677
OCI_405_861_1926674,12.82,77.65,Jio,70,1800,46,30,Electronic City,LTE,1000,1,0,405,861,14,1926674
OCI_405_861_2325285,12.82,77.65,Jio,70,1800,46,30,Electronic City,LTE,1000,1,0,405,861,14,2325285
OCI_404_45_556811,12.82,77.65,Airtel,70,1800,46,30,Electronic City,LTE,1000,1,0,404,45,8226,556811
OCI_404_45_187404,12.82,77.66,Airtel,70,1800,46,30,Electronic City,LTE,1000,1,0,404,45,3303,187404
OCI_404_45_28133017,12.82,77.66,Airtel,60,2100,43,30,Electronic City,UMTS,1000,1,0,404,45,34291,28133017
OCI_404_45_718090,12.82,77.66,Airtel,70,1800,46,30,Electronic City,LTE,1000,1,0,404,45,3301,718090
OCI_404_45_462604,12.82,77.66,Airtel,70,1800,46,30,Electronic City,LTE,1000,1,0,404,45,8226,462604
OCI_404_45_19301,12.82,77.66,Airtel,65,900,43,35,Electronic City,GSM,1000,1,0,404,45,25093,19301
OCI_404_45_26449111,12.82,77.66,Airtel,60,2100,43,30,Electronic City,UMTS,1000,1,0,404,45,34033,26449111
OCI_404_45_718080,12.82,77.66,Airtel,70,1800,46,30,Electronic City,LTE,1000,1,0,404,45,3301,718080
OCI_404_86_20957691,12.82,77.65,Vi,60,2100,43,30,Electronic City,UMTS,1000,1,0,404,86,21902,20957691
OCI_404_45_231398156,12.82,77.66,Airtel,70,1800,46,30,Electronic City,LTE,1000,1,0,404,45,3303,231398156
OCI_404_45_59742,12.82,77.66,Airtel,65,900,43,35,Electronic City,GSM,1000,1,0,404,45,25092,59742
OCI_404_45_28153936,12.82,77.66,Airtel,60,2100,43,30,Electronic City,UMTS,1000,1,0,404,45,34291,28153936
OCI_404_45_38993,12.82,77.66,Airtel,60,2100,43,30,Electronic City,UMTS,1000,1,0,404,45,25092,38993
OCI_404_45_20862,12.82,77.65,Airtel,65,900,43,35,Electronic City,GSM,1000,1,0,404,45,10682,20862
OCI_405_861_328465,12.95,77.74,Jio,70,1800,46,30,Whitefield,LTE,1000,1,0,405,861,15,328465
OCI_404_45_27854758,12.95,77.74,Airtel,60,2100,43,30,Whitefield,UMTS,1000,1,0,404,45,34253,27854758
OCI_404_45_32742,12.95,77.74,Airtel,65,900,43,35,Whitefield,GSM,1000,1,0,404,45,25061,32742
OCI_404_44_12192,12.95,77.75,Unknown,65,900,43,35,Whitefield,GSM,1000,1,0,404,44,1300,12192
OCI_405_861_880163,12.95,77.74,Jio,70,1800,46,30,Whitefield,LTE,1000,1,0,405,861,15,880163
OCI_405_34_176679,12.95,77.75,Unknown,60,2100,43,30,Whitefield,UMTS,1000,1,0,405,34,10015,176679
OCI_404_45_10753,12.95,77.75,Airtel,65,900,43,35,Whitefield,GSM,1000,1,0,404,45,11621,10753
OCI_404_45_46111,12.95,77.75,Airtel,65,900,43,35,Whitefield,GSM,1000,1,0,404,45,11621,46111
OCI_404_45_659212,12.95,77.74,Airtel,70,1800,46,30,Whitefield,LTE,1000,1,0,404,45,8367,659212
OCI_405_34_58243,12.95,77.74,Unknown,65,900,43,35,Whitefield,GSM,1000,1,0,405,34,25000,58243
OCI_404_86_41162,12.95,77.75,Vi,65,900,43,35,Whitefield,GSM,1000,1,0,404,86,50003,41162
OCI_404_45_58171,12.95,77.74,Airtel,65,900,43,35,Whitefield,GSM,1278,1,0,404,45,21832,58171
OCI_404_86_39442,12.95,77.74,Vi,65,900,43,35,Whitefield,GSM,1000,1,0,404,86,31803,39442
OCI_404_86_205809672,12.95,77.74,Vi,70,1800,46,30,Whitefield,LTE,1000,1,0,404,86,54138,205809672
OCI_404_45_22602,12.95,77.75,Airtel,65,900,43,35,Whitefield,GSM,1000,1,0,404,45,11221,22602
OCI_404_44_9462,12.95,77.74,Unknown,65,900,43,35,Whitefield,GSM,1000,1,0,404,44,1300,9462
OCI_404_86_40833,12.95,77.75,Vi,65,900,43,35,Whitefield,GSM,1000,1,0,404,86,50035,40833
OCI_404_86_40834,12.95,77.74,Vi,65,900,43,35,Whitefield,GSM,1000,1,0,404,86,50035,40834
OCI_404_86_20812987,12.95,77.73,Vi,60,2100,43,30,Whitefield,UMTS,1371,1,0,404,86,21702,20812987
OCI_405_34_40884,12.95,77.74,Unknown,65,900,43,35,Whitefield,GSM,1000,1,0,405,34,25000,40884
OCI_404_44_22691,12.95,77.74,Unknown,65,900,43,35,Whitefield,GSM,1000,1,0,404,44,2224,22691
OCI_404_86_104,12.95,77.74,Vi,65,900,43,35,Whitefield,GSM,1000,1,0,404,86,31703,104
OCI_404_45_1953,12.95,77.73,Airtel,65,900,43,35,Whitefield,GSM,1416,1,0,404,45,25085,1953
OCI_404_45_47337740,12.95,77.74,Airtel,70,1800,46,30,Whitefield,LTE,1000,1,0,404,45,9178,47337740
OCI_404_86_8682,12.95,77.74,Vi,65,900,43,35,Whitefield,GSM,1000,1,0,404,86,31703,8682
OCI_405_861_1063973,12.95,77.73,Jio,70,1800,46,30,Whitefield,LTE,1000,1,0,405,861,15,1063973
OCI_405_34_368567,12.95,77.74,Unknown,60,2100,43,30,Whitefield,UMTS,1000,1,0,405,34,10005,368567
OCI_404_45_27854752,12.95,77.74,Airtel,60,2100,43,30,Whitefield,UMTS,1000,1,0,404,45,34253,27854752
OCI_404_45_27199392,12.95,77.74,Airtel,60,2100,43,30,Whitefield,UMTS,1000,1,0,404,45,34156,27199392
OCI_404_44_11973,12.95,77.74,Unknown,65,900,43,35,Whitefield,GSM,1000,1,0,404,44,1300,11973
OCI_404_45_29543,12.95,77.7,Airtel,65,900,43,35,Marathahalli,GSM,1000,1,0,404,45,25071,29543
OCI_404_45_29542,12.95,77.7,Airtel,65,900,43,35,Marathahalli,GSM,1000,1,0,404,45,25071,29542
OCI_405_861_256277,12.95,77.7,Jio,70,1800,46,30,Marathahalli,LTE,1000,1,0,405,861,13,256277
OCI_404_86_20902326,12.95,77.69,Vi,60,2100,43,30,Marathahalli,UMTS,1000,1,0,404,86,21802,20902326
OCI_405_803_62333,12.95,77.7,Unknown,65,900,43,35,Marathahalli,GSM,1000,1,0,405,803,1162,62333
OCI_404_86_20788920,12.95,77.7,Vi,60,2100,43,30,Marathahalli,UMTS,1000,1,0,404,86,21702,20788920
OCI_404_45_64173,12.95,77.7,Airtel,65,900,43,35,Marathahalli,GSM,1049,1,0,404,45,25061,64173
OCI_404_45_27420165,12.95,77.69,Airtel,60,2100,43,30,Marathahalli,UMTS,1000,1,0,404,45,34182,27420165
OCI_404_86_20902034,12.95,77.7,Vi,60,2100,43,30,Marathahalli,UMTS,1000,1,0,404,86,21802,20902034
OCI_404_86_45153,12.95,77.7,Vi,65,900,43,35,Marathahalli,GSM,1000,1,0,404,86,31702,45153
OCI_404_45_27431419,12.95,77.7,Airtel,60,2100,43,30,Marathahalli,UMTS,1000,1,0,404,45,34182,27431419
OCI_405_861_774960,12.95,77.7,Jio,70,1800,46,30,Marathahalli,LTE,1000,1,0,405,861,27,774960
OCI_405_861_1842212,12.95,77.7,Jio,70,1800,46,30,Marathahalli,LTE,1000,1,0,405,861,27,1842212
OCI_404_45_27458227,12.95,77.7,Airtel,60,2100,43,30,Marathahalli,UMTS,1000,1,0,404,45,34182,27458227
OCI_404_45_774402,12.95,77.69,Airtel,60,2100,43,30,Marathahalli,UMTS,3861,1,0,404,45,1070,774402
OCI_405_861_2913302,12.95,77.7,Jio,70,1800,46,30,Marathahalli,LTE,1000,1,0,405,861,27,2913302
OCI_404_45_27416627,12.95,77.7,Airtel,60,2100,43,30,Marathahalli,UMTS,1230,1,0,404,45,34182,27416627
OCI_404_44_2463,12.95,77.7,Unknown,65,900,43,35,Marathahalli,GSM,1000,1,0,404,44,2224,2463
OCI_405_803_20043,12.95,77.7,Unknown,65,900,43,35,Marathahalli,GSM,1000,1,0,405,803,1162,20043
OCI_404_86_49752,12.95,77.7,Vi,65,900,43,35,Marathahalli,GSM,1000,1,0,404,86,31802,49752
OCI_404_45_27458221,12.95,77.7,Airtel,60,2100,43,30,Marathahalli,UMTS,1000,1,0,404,45,34182,27458221
OCI_404_45_27410160,12.95,77.7,Airtel,60,2100,43,30,Marathahalli,UMTS,1000,1,0,404,45,34182,27410160
OCI_404_45_9121,12.95,77.7,Airtel,65,900,43,35,Marathahalli,GSM,1866,1,0,404,45,25079,9121
OCI_405_861_34126352,12.95,77.7,Jio,70,1800,46,30,Marathahalli,LTE,1000,1,0,405,861,13,34126352
OCI_404_45_26111,12.95,77.69,Airtel,65,900,43,35,Marathahalli,GSM,1000,1,0,404,45,25061,26111
OCI_405_861_5852978,12.95,77.7,Jio,70,1800,46,30,Marathahalli,LTE,1000,1,0,405,861,15,5852978
OCI_404_45_424971,12.95,77.69,Airtel,70,1800,46,30,Marathahalli,LTE,1288,1,0,404,45,8242,424971
OCI_404_86_30462,12.95,77.69,Vi,65,900,43,35,Marathahalli,GSM,1000,1,0,404,86,31803,30462
OCI_404_86_30462,12.95,77.69,Vi,65,900,43,35,Marathahalli,GSM,1000,1,0,404,86,57002,30462
OCI_404_86_20803489,12.95,77.7,Vi,60,2100,43,30,Marathahalli,UMTS,1000,1,0,404,86,21702,20803489
OCI_405_861_3703571,13.02,77.58,Jio,70,1800,46,30,Hebbal,LTE,1000,1,0,405,861,129,3703571
OCI_404_45_4108,13.02,77.58,Airtel,70,1800,46,30,Hebbal,LTE,1000,1,0,404,45,8258,4108
OCI_404_45_4097,13.02,77.58,Airtel,70,1800,46,30,Hebbal,LTE,1000,1,0,404,45,8258,4097
OCI_404_45_27721891,13.02,77.58,Airtel,60,2100,43,30,Hebbal,UMTS,1000,1,0,404,45,34232,27721891
OCI_404_45_163,13.02,77.58,Airtel,65,900,43,35,Hebbal,GSM,1000,1,0,404,45,1020,163
OCI_404_45_65233,13.02,77.58,Airtel,65,900,43,35,Hebbal,GSM,1000,1,0,404,45,25128,65233
OCI_405_861_844048,13.02,77.58,Jio,70,1800,46,30,Hebbal,LTE,1000,1,0,405,861,129,844048
OCI_404_86_43941,13.02,77.58,Vi,65,900,43,35,Hebbal,GSM,1000,1,0,404,86,31201,43941
OCI_404_71_20414187,13.02,77.6,BSNL,60,2100,43,30,Hebbal,UMTS,1000,1,0,404,71,3311,20414187
OCI_405_10_50153,13.02,77.58,Airtel,65,900,43,35,Hebbal,GSM,1000,1,0,405,10,10061,50153
OCI_404_86_205056520,13.02,77.59,Vi,70,1800,46,30,Hebbal,LTE,1000,1,0,404,86,54109,205056520
OCI_404_44_10891307,13.02,77.59,Unknown,60,2100,43,30,Hebbal,UMTS,1000,1,0,404,44,41202,10891307
OCI_404_45_1587200,13.02,77.59,Airtel,70,1800,46,30,Hebbal,LTE,1000,1,0,404,45,1067,1587200
OCI_404_45_27754141,13.02,77.6,Airtel,60,2100,43,30,Hebbal,UMTS,9028,1,0,404,45,34232,27754141
OCI_404_45_4133,13.02,77.58,Airtel,70,1800,46,30,Hebbal,LTE,1000,1,0,404,45,9163,4133
OCI_405_803_24713,13.02,77.58,Unknown,65,900,43,35,Hebbal,GSM,1000,1,0,405,803,1322,24713
OCI_404_44_25592,13.02,77.58,Unknown,65,900,43,35,Hebbal,GSM,1000,1,0,404,44,1301,25592
OCI_405_861_1050386,13.02,77.59,Jio,70,1800,46,30,Hebbal,LTE,1000,1,0,405,861,3,1050386
OCI_405_861_1050389,13.02,77.59,Jio,70,1800,46,30,Hebbal,LTE,1000,1,0,405,861,3,1050389
OCI_404_45_1193,13.02,77.59,Airtel,65,900,43,35,Hebbal,GSM,1000,1,0,404,45,2234,1193
OCI_405_34_86433,13.02,77.58,Unknown,60,2100,43,30,Hebbal,UMTS,1000,1,0,405,34,10007,86433
OCI_404_86_2782,13.02,77.59,Vi,65,900,43,35,Hebbal,GSM,1000,1,0,404,86,50020,2782
OCI_404_86_205924870,13.02,77.59,Vi,70,1800,46,30,Hebbal,LTE,1000,1,0,404,86,54109,205924870
OCI_404_45_30465,13.02,77.6,Airtel,70,1800,46,30,Hebbal,LTE,1000,1,0,404,45,1067,30465
OCI_404_86_204871176,13.02,77.59,Vi,70,1800,46,30,Hebbal,LTE,1000,1,0,404,86,54109,204871176
OCI_404_86_2787611,13.02,77.58,Vi,70,1800,46,30,Hebbal,LTE,1000,1,0,404,86,129,2787611
OCI_404_45_4108,13.02,77.58,Airtel,70,1800,46,30,Hebbal,LTE,1000,1,0,404,45,9163,4108
OCI_404_45_26345635,13.02,77.58,Airtel,60,2100,43,30,Hebbal,UMTS,1000,1,0,404,45,34022,26345635
OCI_405_10_50113,13.02,77.58,Airtel,65,900,43,35,Hebbal,GSM,1000,1,0,405,10,10061,50113
OCI_404_45_163,13.02,77.58,Airtel,65,900,43,35,Hebbal,GSM,1000,1,0,404,45,25134,163
OCI_404_45_181245982,12.98,77.7,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8891,181245982
OCI_404_45_206987010,12.98,77.69,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8249,206987010
OCI_404_45_10142,12.98,77.7,Airtel,65,900,43,35,KR Puram,GSM,1000,1,0,404,45,25083,10142
OCI_404_45_181272883,12.98,77.7,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8373,181272883
OCI_404_45_231625483,12.98,77.7,Airtel,60,2100,43,30,KR Puram,UMTS,1000,1,0,404,45,8363,231625483
OCI_404_45_231625513,12.98,77.7,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8363,231625513
OCI_404_45_3023362,12.98,77.7,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8373,3023362
OCI_404_45_3023372,12.98,77.7,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8373,3023372
OCI_404_45_181073214,12.98,77.7,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8373,181073214
OCI_404_45_181245954,12.98,77.7,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8373,181245954
OCI_404_45_515861,12.98,77.7,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8373,515861
OCI_404_45_181245974,12.98,77.7,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8242,181245974
OCI_404_45_181073204,12.98,77.7,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8373,181073204
OCI_404_45_181245954,12.98,77.7,Airtel,70,1800,46,30,KR Puram,LTE,1000,1,0,404,45,8242,181245954
OCI_404_45_47211,12.98,77.69,Airtel,65,900,43,35,KR Puram,GSM,1000,1,0,404,45,25053,47211
OCI_404_71_20415398,12.98,77.69,BSNL,60,2100,43,30,KR Puram,UMTS,1000,1,0,404,71,3311,20415398
OCI_405_861_251153,12.98,77.69,Jio,70,1800,46,30,KR Puram,LTE,1000,1,0,405,861,35,251153
OCI_404_45_27414179,12.98,77.69,Airtel,60,2100,43,30,KR Puram,UMTS,1000,1,0,404,45,34188,27414179
OCI_404_44_12021,12.98,77.69,Unknown,65,900,43,35,KR Puram,GSM,1000,1,0,404,44,1301,12021
OCI_405_803_15852,12.98,77.69,Unknown,65,900,43,35,KR Puram,GSM,1000,1,0,405,803,1191,15852
OCI_404_45_24412,12.98,77.69,Airtel,65,900,43,35,KR Puram,GSM,1000,1,0,404,45,1426,24412
OCI_404_45_61731,12.98,77.69,Airtel,65,900,43,35,KR Puram,GSM,1000,1,0,404,45,1425,61731
OCI_404_71_20414938,12.98,77.69,BSNL,60,2100,43,30,KR Puram,UMTS,1000,1,0,404,71,3320,20414938
OCI_404_45_46781,12.98,77.69,Airtel,65,900,43,35,KR Puram,GSM,1000,1,0,404,45,1426,46781
OCI_404_45_7181,12.98,77.69,Airtel,65,900,43,35,KR Puram,GSM,1000,1,0,404,45,1426,7181
OCI_404_45_45443,12.98,77.69,Airtel,65,900,43,35,KR Puram,GSM,1000,1,0,404,45,1426,45443
OCI_405_803_13184823,12.98,77.69,Unknown,60,2100,43,30,KR Puram,UMTS,1000,1,0,405,803,2011,13184823
OCI_404_71_50223,12.98,77.69,BSNL,60,2100,43,30,KR Puram,UMTS,1000,1,0,404,71,150,50223
OCI_404_71_20992085,12.98,77.69,BSNL,60,2100,43,30,KR Puram,UMTS,1000,1,0,404,71,3311,20992085
OCI_404_86_27572333,12.98,77.69,Vi,60,2100,43,30,KR Puram,UMTS,1000,1,0,404,86,21701,27572333
OCI_404_86_20462,13.08,77.59,Vi,65,900,43,35,Yelahanka,GSM,1000,1,0,404,86,33101,20462
OCI_404_86_18242,13.08,77.59,Vi,65,900,43,35,Yelahanka,GSM,1000,1,0,404,86,50019,18242
OCI_404_45_283904,13.08,77.59,Airtel,70,1800,46,30,Yelahanka,LTE,1000,1,0,404,45,8255,283904
OCI_404_45_12453,13.08,77.58,Airtel,65,900,43,35,Yelahanka,GSM,1000,1,0,404,45,2941,12453
OCI_404_45_27619959,13.08,77.58,Airtel,60,2100,43,30,Yelahanka,UMTS,1000,1,0,404,45,34212,27619959
OCI_405_34_229515,13.08,77.58,Unknown,60,2100,43,30,Yelahanka,UMTS,1000,1,0,405,34,10013,229515
OCI_405_861_1905444,13.08,77.58,Jio,70,1800,46,30,Yelahanka,LTE,1000,1,0,405,861,39,1905444
OCI_404_45_27619917,13.08,77.59,Airtel,60,2100,43,30,Yelahanka,UMTS,1000,1,0,404,45,34212,27619917
OCI_404_45_12451,13.08,77.59,Airtel,65,900,43,35,Yelahanka,GSM,1000,1,0,404,45,10561,12451
OCI_404_86_9051,13.08,77.59,Vi,65,900,43,35,Yelahanka,GSM,1000,1,0,404,86,50019,9051
OCI_404_45_29302,13.08,77.59,Airtel,65,900,43,35,Yelahanka,GSM,1000,1,0,404,45,10561,29302
OCI_404_45_29262,13.08,77.59,Airtel,65,900,43,35,Yelahanka,GSM,1000,1,0,404,45,25122,29262
OCI_405_861_1905426,13.08,77.59,Jio,70,1800,46,30,Yelahanka,LTE,1000,1,0,405,861,39,1905426
OCI_404_45_27601747,13.08,77.59,Airtel,60,2100,43,30,Yelahanka,UMTS,1000,1,0,404,45,34212,27601747
OCI_404_44_5852,13.08,77.59,Unknown,65,900,43,35,Yelahanka,GSM,1000,1,0,404,44,1390,5852
OCI_404_45_750092,13.09,77.58,Airtel,70,1800,46,30,Yelahanka,LTE,1000,1,0,404,45,8255,750092
OCI_404_45_750082,13.09,77.58,Airtel,70,1800,46,30,Yelahanka,LTE,1000,1,0,404,45,8255,750082
OCI_404_45_27603109,13.09,77.58,Airtel,60,2100,43,30,Yelahanka,UMTS,1000,1,0,404,45,34212,27603109
OCI_404_44_2683,13.09,77.59,Unknown,65,900,43,35,Yelahanka,GSM,1000,1,0,404,44,1392,2683
OCI_404_45_11091,13.09,77.59,Airtel,65,900,43,35,Yelahanka,GSM,1000,1,0,404,45,10561,11091
OCI_405_34_58141,13.09,77.59,Unknown,65,900,43,35,Yelahanka,GSM,1000,1,0,405,34,22001,58141
OCI_404_71_20416329,13.09,77.58,BSNL,60,2100,43,30,Yelahanka,UMTS,1000,1,0,404,71,3311,20416329
OCI_404_71_20482555,13.09,77.58,BSNL,60,2100,43,30,Yelahanka,UMTS,1000,1,0,404,71,3312,20482555
OCI_404_45_27619958,13.09,77.58,Airtel,60,2100,43,30,Yelahanka,UMTS,1000,1,0,404,45,34212,27619958
OCI_405_34_223364,13.09,77.58,Unknown,60,2100,43,30,Yelahanka,UMTS,1000,1,0,405,34,10013,223364
OCI_404_45_27340963,13.09,77.59,Airtel,60,2100,43,30,Yelahanka,UMTS,1000,1,0,404,45,34171,27340963
OCI_404_86_18243,13.09,77.59,Vi,65,900,43,35,Yelahanka,GSM,1000,1,0,404,86,50019,18243
OCI_404_45_318720,13.09,77.59,Airtel,70,1800,46,30,Yelahanka,LTE,1000,1,0,404,45,1027,318720
OCI_404_45_318731,13.09,77.59,Airtel,70,1800,46,30,Yelahanka,LTE,1000,1,0,404,45,1027,318731
OCI_404_45_27603108,13.09,77.59,Airtel,60,2100,43,30,Yelahanka,UMTS,1000,1,0,404,45,34212,27603108
OCI_405_861_1637425,12.78,77.57,Jio,70,1800,46,30,Bannerghatta,LTE,1000,1,0,405,861,38,1637425
OCI_405_861_1641764,12.78,77.57,Jio,70,1800,46,30,Bannerghatta,LTE,1000,1,0,405,861,38,1641764
OCI_404_45_27215901,12.78,77.56,Airtel,60,2100,43,30,Bannerghatta,UMTS,1000,1,0,404,45,34154,27215901
OCI_405_861_1649456,12.78,77.56,Jio,70,1800,46,30,Bannerghatta,LTE,1000,1,0,405,861,14,1649456
OCI_405_861_1647653,12.79,77.57,Jio,70,1800,46,30,Bannerghatta,LTE,1000,1,0,405,861,14,1647653
OCI_404_45_28144934,12.79,77.57,Airtel,60,2100,43,30,Bannerghatta,UMTS,1000,1,0,404,45,34291,28144934
OCI_404_45_28144934,12.79,77.57,Airtel,60,2100,43,30,Bannerghatta,UMTS,1000,1,0,404,45,34162,28144934
OCI_404_86_20958150,12.79,77.57,Vi,60,2100,43,30,Bannerghatta,UMTS,1000,1,0,404,86,21902,20958150
OCI_404_86_19692,12.79,77.59,Vi,65,900,43,35,Bannerghatta,GSM,1000,1,0,404,86,31001,19692
