tower_id,lat,lng,operator,signal_score,frequency_mhz,tx_power_dbm,height_m,zone,radio,range_m,samples,avg_signal_dbm,mcc,mnc,lac,cellid
OCI_404_45_28136547,12.79,77.6,Airtel,60,2100,43,30,Bannerghatta,UMTS,1450,1,0,404,45,34291,28136547
OCI_404_44_7813,12.79,77.59,Unknown,65,900,43,35,Bannerghatta,GSM,1000,1,0,404,44,1410,7813
OCI_404_45_28178546,12.79,77.59,Airtel,60,2100,43,30,Bannerghatta,UMTS,1000,1,0,404,45,34291,28178546
OCI_404_86_20957732,12.8,77.56,Vi,60,2100,43,30,Bannerghatta,UMTS,1000,1,0,404,86,21302,20957732
OCI_404_86_13442,12.8,77.57,Vi,65,900,43,35,Bannerghatta,GSM,1000,1,0,404,86,51013,13442
OCI_404_44_40972,12.81,77.57,Unknown,65,900,43,35,Bannerghatta,GSM,1000,1,0,404,44,1400,40972
OCI_405_861_1174578,12.8,77.58,Jio,70,1800,46,30,Bannerghatta,LTE,1000,1,0,405,861,14,1174578
OCI_405_861_1174565,12.8,77.58,Jio,70,1800,46,30,Bannerghatta,LTE,1000,1,0,405,861,14,1174565
OCI_404_45_27280158,12.8,77.58,Airtel,60,2100,43,30,Bannerghatta,UMTS,1000,1,0,404,45,34164,27280158
OCI_404_45_63613,12.8,77.57,Airtel,65,900,43,35,Bannerghatta,GSM,1000,1,0,404,45,25091,63613
OCI_404_86_19693,12.8,77.57,Vi,65,900,43,35,Bannerghatta,GSM,1000,1,0,404,86,31001,19693
OCI_405_861_1174546,12.8,77.58,Jio,70,1800,46,30,Bannerghatta,LTE,1000,1,0,405,861,14,1174546
OCI_404_45_439809,12.8,77.58,Airtel,70,1800,46,30,Bannerghatta,LTE,1000,1,0,404,45,8127,439809
OCI_404_86_19692,12.8,77.58,Vi,65,900,43,35,Bannerghatta,GSM,1000,1,0,404,86,31903,19692
OCI_404_45_439808,12.8,77.58,Airtel,70,1800,46,30,Bannerghatta,LTE,1000,1,0,404,45,8127,439808
OCI_404_45_17183,12.8,77.57,Airtel,65,900,43,35,Bannerghatta,GSM,1000,1,0,404,45,25091,17183
OCI_404_45_28132133,12.8,77.58,Airtel,60,2100,43,30,Bannerghatta,UMTS,1000,1,0,404,45,34291,28132133
OCI_404_86_20957732,12.8,77.57,Vi,60,2100,43,30,Bannerghatta,UMTS,1000,1,0,404,86,21902,20957732
OCI_404_45_6203,12.8,77.58,Airtel,65,900,43,35,Bannerghatta,GSM,1000,1,0,404,45,25091,6203
OCI_404_86_19693,12.8,77.58,Vi,65,900,43,35,Bannerghatta,GSM,1000,1,0,404,86,31903,19693
OCI_404_45_61712,12.8,77.57,Airtel,60,2100,43,30,Bannerghatta,UMTS,1000,1,0,404,45,34291,61712
OCI_404_44_40052,12.86,77.63,Unknown,65,900,43,35,Hosur Road,GSM,1000,1,0,404,44,1400,40052
OCI_404_44_2891,12.86,77.64,Unknown,65,900,43,35,Hosur Road,GSM,1442,1,0,404,44,1311,2891
OCI_404_45_22092,12.86,77.65,Airtel,65,900,43,35,Hosur Road,GSM,1000,1,0,404,45,4475,22092
OCI_404_45_26433101,12.86,77.65,Airtel,60,2100,43,30,Hosur Road,UMTS,1000,1,0,404,45,34032,26433101
OCI_405_803_20822,12.86,77.65,Unknown,65,900,43,35,Hosur Road,GSM,1000,1,0,405,803,1161,20822
OCI_405_861_283173,12.86,77.65,Jio,70,1800,46,30,Hosur Road,LTE,1000,1,0,405,861,19,283173
OCI_404_45_28137042,12.86,77.65,Airtel,60,2100,43,30,Hosur Road,UMTS,1000,1,0,404,45,34032,28137042
OCI_404_44_13963,12.86,77.64,Unknown,65,900,43,35,Hosur Road,GSM,1000,1,0,404,44,1360,13963
OCI_404_71_21458498,12.86,77.64,BSNL,60,2100,43,30,Hosur Road,UMTS,1526,1,0,404,71,3327,21458498
OCI_404_45_565515,12.86,77.64,Airtel,70,1800,46,30,Hosur Road,LTE,1000,1,0,404,45,3303,565515
OCI_404_45_27843,12.86,77.64,Airtel,65,900,43,35,Hosur Road,GSM,1000,1,0,404,45,447,27843
OCI_404_45_22092,12.86,77.64,Airtel,65,900,43,35,Hosur Road,GSM,1000,1,0,404,45,447,22092
OCI_404_45_27842,12.86,77.64,Airtel,65,900,43,35,Hosur Road,GSM,1000,1,0,404,45,4475,27842
OCI_404_86_64281,12.86,77.64,Vi,65,900,43,35,Hosur Road,GSM,1000,1,0,404,86,50022,64281
OCI_404_45_10453,12.86,77.64,Airtel,65,900,43,35,Hosur Road,GSM,1000,1,0,404,45,447,10453
OCI_405_803_20823,12.86,77.64,Unknown,65,900,43,35,Hosur Road,GSM,1000,1,0,405,803,1161,20823
OCI_404_45_26438850,12.86,77.64,Airtel,60,2100,43,30,Hosur Road,UMTS,1000,1,0,404,45,34291,26438850
OCI_404_45_26474541,12.86,77.64,Airtel,60,2100,43,30,Hosur Road,UMTS,1000,1,0,404,45,54291,26474541
OCI_404_45_26474547,12.86,77.64,Airtel,60,2100,43,30,Hosur Road,UMTS,1000,1,0,404,45,34032,26474547
OCI_404_45_565506,12.86,77.65,Airtel,70,1800,46,30,Hosur Road,LTE,1000,1,0,404,45,1062,565506
OCI_404_45_28137037,12.86,77.65,Airtel,60,2100,43,30,Hosur Road,UMTS,1000,1,0,404,45,34291,28137037
OCI_404_45_565515,12.86,77.65,Airtel,70,1800,46,30,Hosur Road,LTE,1000,1,0,404,45,8551,565515
OCI_404_45_565506,12.86,77.65,Airtel,70,1800,46,30,Hosur Road,LTE,1000,1,0,404,45,8551,565506
OCI_404_45_18461,12.86,77.63,Airtel,65,900,43,35,Hosur Road,GSM,1311,1,0,404,45,25031,18461
OCI_404_86_20141,12.86,77.64,Vi,65,900,43,35,Hosur Road,GSM,1000,1,0,404,86,61011,20141
OCI_404_86_20920362,12.86,77.64,Vi,60,2100,43,30,Hosur Road,UMTS,1000,1,0,404,86,21901,20920362
OCI_405_861_283154,12.86,77.64,Jio,70,1800,46,30,Hosur Road,LTE,1000,1,0,405,861,19,283154
OCI_405_803_28523,12.86,77.64,Unknown,65,900,43,35,Hosur Road,GSM,1000,1,0,405,803,1161,28523
OCI_404_44_2692,12.86,77.64,Unknown,65,900,43,35,Hosur Road,GSM,1000,1,0,404,44,1311,2692
OCI_404_86_49113,12.86,77.63,Vi,65,900,43,35,Hosur Road,GSM,1000,1,0,404,86,31901,49113
OCI_404_44_17781,13.04,77.55,Unknown,65,900,43,35,Tumkur Road,GSM,1000,1,0,404,44,1370,17781
OCI_404_71_20483425,13.04,77.54,BSNL,60,2100,43,30,Tumkur Road,UMTS,1406,1,0,404,71,3312,20483425
OCI_404_45_47774,13.04,77.54,Airtel,65,900,43,35,Tumkur Road,GSM,1000,1,0,404,45,25132,47774
OCI_404_44_25783,13.04,77.54,Unknown,65,900,43,35,Tumkur Road,GSM,1000,1,0,404,44,1017,25783
OCI_404_71_33015806,13.04,77.54,BSNL,60,2100,43,30,Tumkur Road,UMTS,1000,1,0,404,71,10001,33015806
OCI_405_861_3892241,13.04,77.54,Jio,70,1800,46,30,Tumkur Road,LTE,1000,1,0,405,861,23,3892241
OCI_404_45_33543,13.04,77.54,Airtel,65,900,43,35,Tumkur Road,GSM,1000,1,0,404,45,25131,33543
OCI_405_34_28492,13.04,77.55,Unknown,65,900,43,35,Tumkur Road,GSM,1000,1,0,405,34,11700,28492
OCI_404_44_25793,13.04,77.55,Unknown,65,900,43,35,Tumkur Road,GSM,1397,1,0,404,44,1017,25793
OCI_404_45_1222912,13.04,77.54,Airtel,70,1800,46,30,Tumkur Road,LTE,1000,1,0,404,45,1066,1222912
OCI_404_45_27769499,13.04,77.54,Airtel,60,2100,43,30,Tumkur Road,UMTS,1000,1,0,404,45,34231,27769499
OCI_404_86_61354,13.04,77.54,Vi,65,900,43,35,Tumkur Road,GSM,1000,1,0,404,86,51026,61354
OCI_404_45_1222912,13.04,77.54,Airtel,70,1800,46,30,Tumkur Road,LTE,1000,1,0,404,45,8107,1222912
OCI_405_861_1049636,13.04,77.54,Jio,70,1800,46,30,Tumkur Road,LTE,1000,1,0,405,861,23,1049636
OCI_405_34_225103,13.04,77.54,Unknown,60,2100,43,30,Tumkur Road,UMTS,1000,1,0,405,34,10003,225103
OCI_404_45_27344583,13.04,77.54,Airtel,60,2100,43,30,Tumkur Road,UMTS,1000,1,0,404,45,34171,27344583
OCI_404_45_14723,13.04,77.54,Airtel,60,2100,43,30,Tumkur Road,UMTS,1000,1,0,404,45,34233,14723
OCI_404_71_20483034,13.04,77.54,BSNL,60,2100,43,30,Tumkur Road,UMTS,1000,1,0,404,71,146,20483034
OCI_405_861_5680,13.04,77.54,Jio,70,1800,46,30,Tumkur Road,LTE,1000,1,0,405,861,23,5680
OCI_404_45_28082951,13.04,77.54,Airtel,60,2100,43,30,Tumkur Road,UMTS,1000,1,0,404,45,54283,28082951
OCI_404_86_30043,13.04,77.54,Vi,65,900,43,35,Tumkur Road,GSM,1000,1,0,404,86,31601,30043
OCI_404_45_28058117,13.04,77.54,Airtel,60,2100,43,30,Tumkur Road,UMTS,1000,1,0,404,45,54283,28058117
OCI_404_44_30793,13.04,77.54,Unknown,65,900,43,35,Tumkur Road,GSM,1000,1,0,404,44,1201,30793
OCI_404_44_30123,13.04,77.54,Unknown,65,900,43,35,Tumkur Road,GSM,1000,1,0,404,44,1201,30123
OCI_404_44_31573,13.04,77.54,Unknown,65,900,43,35,Tumkur Road,GSM,1000,1,0,404,44,1201,31573
OCI_404_44_31592,13.04,77.54,Unknown,65,900,43,35,Tumkur Road,GSM,1000,1,0,404,44,1201,31592
OCI_405_803_12032,13.04,77.55,Unknown,65,900,43,35,Tumkur Road,GSM,1000,1,0,405,803,1171,12032
OCI_405_803_27483,13.04,77.55,Unknown,65,900,43,35,Tumkur Road,GSM,1000,1,0,405,803,1171,27483
OCI_404_45_27337215,13.04,77.55,Airtel,60,2100,43,30,Tumkur Road,UMTS,1000,1,0,404,45,34171,27337215
OCI_404_45_2707376,13.04,77.55,Airtel,60,2100,43,30,Tumkur Road,UMTS,1000,1,0,404,45,34171,2707376
OCI_404_45_23023,13.05,77.57,Airtel,65,900,43,35,Bellary Road,GSM,1000,1,0,404,45,25131,23023
OCI_405_10_50413,13.05,77.57,Airtel,65,900,43,35,Bellary Road,GSM,1000,1,0,405,10,10061,50413
OCI_404_71_20413867,13.05,77.57,BSNL,60,2100,43,30,Bellary Road,UMTS,2010,1,0,404,71,146,20413867
OCI_404_45_10823,13.05,77.57,Airtel,65,900,43,35,Bellary Road,GSM,1000,1,0,404,45,1020,10823
OCI_404_71_46072,13.05,77.57,BSNL,65,900,43,35,Bellary Road,GSM,1000,1,0,404,71,146,46072
OCI_404_45_13712,13.05,77.58,Airtel,65,900,43,35,Bellary Road,GSM,1000,1,0,404,45,1020,13712
OCI_404_45_27582,13.05,77.58,Airtel,65,900,43,35,Bellary Road,GSM,1000,1,0,404,45,25128,27582
OCI_404_44_10964777,13.05,77.58,Unknown,70,1800,46,30,Bellary Road,LTE,1000,1,0,404,44,41017,10964777
OCI_404_45_28111751,13.05,77.57,Airtel,60,2100,43,30,Bellary Road,UMTS,1000,1,0,404,45,54281,28111751
OCI_404_45_27732556,13.05,77.57,Airtel,60,2100,43,30,Bellary Road,UMTS,1000,1,0,404,45,34231,27732556
OCI_405_861_3849521,13.05,77.57,Jio,70,1800,46,30,Bellary Road,LTE,1000,1,0,405,861,23,3849521
OCI_404_71_46192,13.05,77.58,BSNL,65,900,43,35,Bellary Road,GSM,1000,1,0,404,71,146,46192
OCI_404_71_33015845,13.05,77.57,BSNL,60,2100,43,30,Bellary Road,UMTS,1000,1,0,404,71,10001,33015845
OCI_404_45_27583,13.05,77.57,Airtel,65,900,43,35,Bellary Road,GSM,1169,1,0,404,45,25128,27583
OCI_404_45_27732557,13.05,77.57,Airtel,60,2100,43,30,Bellary Road,UMTS,1000,1,0,404,45,34231,27732557
OCI_405_10_22092,13.05,77.57,Airtel,65,900,43,35,Bellary Road,GSM,1000,1,0,405,10,10022,22092
OCI_404_45_28060237,13.05,77.57,Airtel,60,2100,43,30,Bellary Road,UMTS,1000,1,0,404,45,54283,28060237
OCI_404_45_28111756,13.05,77.57,Airtel,60,2100,43,30,Bellary Road,UMTS,1000,1,0,404,45,54283,28111756
OCI_404_45_15723,13.05,77.57,Airtel,65,900,43,35,Bellary Road,GSM,1000,1,0,404,45,25131,15723
OCI_405_861_12050,13.05,77.57,Jio,70,1800,46,30,Bellary Road,LTE,1000,1,0,405,861,23,12050
OCI_404_45_402444,13.05,77.57,Airtel,70,1800,46,30,Bellary Road,LTE,1000,1,0,404,45,8313,402444
OCI_404_45_10822,13.05,77.57,Airtel,65,900,43,35,Bellary Road,GSM,1000,1,0,404,45,25131,10822
OCI_404_71_46193,13.05,77.57,BSNL,65,900,43,35,Bellary Road,GSM,1000,1,0,404,71,146,46193
OCI_405_861_12069,13.05,77.57,Jio,70,1800,46,30,Bellary Road,LTE,1000,1,0,405,861,23,12069
OCI_405_861_12053,13.05,77.57,Jio,70,1800,46,30,Bellary Road,LTE,1000,1,0,405,861,23,12053
OCI_404_45_276994,13.05,77.57,Airtel,70,1800,46,30,Bellary Road,LTE,1000,1,0,404,45,8313,276994
OCI_404_71_20483274,13.05,77.57,BSNL,60,2100,43,30,Bellary Road,UMTS,1000,1,0,404,71,3312,20483274
OCI_404_45_402444,13.05,77.57,Airtel,70,1800,46,30,Bellary Road,LTE,1000,1,0,404,45,8257,402444
OCI_404_44_25683,13.05,77.57,Unknown,65,900,43,35,Bellary Road,GSM,1000,1,0,404,44,1017,25683
OCI_404_45_28060236,13.05,77.57,Airtel,60,2100,43,30,Bellary Road,UMTS,1000,1,0,404,45,54283,28060236
OCI_404_45_6882,12.91,77.63,Airtel,65,900,43,35,Silk Board,GSM,1000,1,0,404,45,9019,6882
OCI_404_86_205059334,12.91,77.62,Vi,70,1800,46,30,Silk Board,LTE,1000,1,0,404,86,54139,205059334
OCI_404_45_206122251,12.91,77.63,Airtel,70,1800,46,30,Silk Board,LTE,1000,1,0,404,45,8258,206122251
OCI_404_86_10131,12.91,77.62,Vi,65,900,43,35,Silk Board,GSM,1000,1,0,404,86,31901,10131
OCI_405_861_24611,12.91,77.62,Jio,70,1800,46,30,Silk Board,LTE,1000,1,0,405,861,19,24611
OCI_404_86_20859764,12.91,77.62,Vi,60,2100,43,30,Silk Board,UMTS,1000,1,0,404,86,21801,20859764
OCI_404_86_205922312,12.91,77.63,Vi,70,1800,46,30,Silk Board,LTE,1000,1,0,404,86,54137,205922312
OCI_405_34_169007,12.91,77.63,Unknown,60,2100,43,30,Silk Board,UMTS,1000,1,0,405,34,10002,169007
OCI_404_86_26602,12.91,77.63,Vi,65,900,43,35,Silk Board,GSM,1000,1,0,404,86,31801,26602
OCI_404_71_56452,12.91,77.62,BSNL,65,900,43,35,Silk Board,GSM,1000,1,0,404,71,156,56452
OCI_404_86_205480966,12.91,77.62,Vi,70,1800,46,30,Silk Board,LTE,1000,1,0,404,86,54137,205480966
OCI_404_44_11090730,12.91,77.63,Unknown,70,1800,46,30,Silk Board,LTE,1000,1,0,404,44,41310,11090730
OCI_405_861_4096021,12.91,77.63,Jio,70,1800,46,30,Silk Board,LTE,1000,1,0,405,861,19,4096021
OCI_404_45_26436639,12.91,77.62,Airtel,60,2100,43,30,Silk Board,UMTS,1000,1,0,404,45,34034,26436639
OCI_404_44_10939689,12.91,77.63,Unknown,70,1800,46,30,Silk Board,LTE,1000,1,0,404,44,41310,10939689
OCI_404_71_20991915,12.91,77.63,BSNL,60,2100,43,30,Silk Board,UMTS,1000,1,0,404,71,3320,20991915
OCI_404_45_26417890,12.91,77.63,Airtel,60,2100,43,30,Silk Board,UMTS,1000,1,0,404,45,34034,26417890
OCI_404_44_11307307,12.91,77.63,Unknown,70,1800,46,30,Silk Board,LTE,1000,1,0,404,44,41310,11307307
OCI_404_45_33171,12.91,77.63,Airtel,65,900,43,35,Silk Board,GSM,1000,1,0,404,45,25072,33171
OCI_404_45_36471,12.91,77.63,Airtel,65,900,43,35,Silk Board,GSM,1000,1,0,404,45,25072,36471
OCI_404_45_36473,12.91,77.63,Airtel,65,900,43,35,Silk Board,GSM,1000,1,0,404,45,25072,36473
OCI_404_86_10131,12.91,77.62,Vi,65,900,43,35,Silk Board,GSM,1000,1,0,404,86,33203,10131
OCI_405_861_166417,12.91,77.62,Jio,70,1800,46,30,Silk Board,LTE,1000,1,0,405,861,25,166417
OCI_404_44_1043,12.91,77.62,Unknown,65,900,43,35,Silk Board,GSM,1000,1,0,404,44,1311,1043
OCI_405_861_25619,12.91,77.62,Jio,70,1800,46,30,Silk Board,LTE,1000,1,0,405,861,19,25619
OCI_404_45_26426536,12.91,77.63,Airtel,60,2100,43,30,Silk Board,UMTS,1000,1,0,404,45,34034,26426536
OCI_404_45_6883,12.91,77.63,Airtel,65,900,43,35,Silk Board,GSM,1000,1,0,404,45,25072,6883
OCI_404_45_26417897,12.91,77.63,Airtel,60,2100,43,30,Silk Board,UMTS,1000,1,0,404,45,34034,26417897
OCI_404_86_17092,12.91,77.63,Vi,65,900,43,35,Silk Board,GSM,1000,1,0,404,86,51003,17092
OCI_404_45_25633,12.91,77.63,Airtel,65,900,43,35,Silk Board,GSM,1000,1,0,404,45,25072,25633
OCI_404_86_17862,13.01,77.51,Vi,65,900,43,35,Peenya,GSM,1000,1,0,404,86,32012,17862
OCI_404_45_27852717,13.01,77.5,Airtel,60,2100,43,30,Peenya,UMTS,1000,1,0,404,45,34241,27852717
OCI_404_86_1312,13.01,77.5,Vi,65,900,43,35,Peenya,GSM,1000,1,0,404,86,50045,1312
OCI_404_86_21031588,13.01,77.5,Vi,60,2100,43,30,Peenya,UMTS,1000,1,0,404,86,22001,21031588
OCI_404_86_21036358,13.01,77.5,Vi,60,2100,43,30,Peenya,UMTS,1000,1,0,404,86,22001,21036358
OCI_405_34_37750864,13.01,77.51,Unknown,60,2100,43,30,Peenya,UMTS,1000,1,0,405,34,10003,37750864
OCI_404_71_20484823,13.01,77.51,BSNL,60,2100,43,30,Peenya,UMTS,1000,1,0,404,71,3312,20484823
OCI_404_44_65102,13.01,77.51,Unknown,65,900,43,35,Peenya,GSM,1000,1,0,404,44,1370,65102
OCI_404_44_65103,13.01,77.51,Unknown,65,900,43,35,Peenya,GSM,1000,1,0,404,44,1370,65103
OCI_404_44_65101,13.01,77.51,Unknown,65,900,43,35,Peenya,GSM,1000,1,0,404,44,1370,65101
OCI_404_45_11601,13.01,77.51,Airtel,65,900,43,35,Peenya,GSM,1000,1,0,404,45,26371,11601
OCI_404_45_454657,13.01,77.51,Airtel,70,1800,46,30,Peenya,LTE,1000,1,0,404,45,8090,454657
OCI_404_45_27852716,13.01,77.51,Airtel,60,2100,43,30,Peenya,UMTS,1000,1,0,404,45,34241,27852716
OCI_404_45_487424,13.01,77.51,Airtel,70,1800,46,30,Peenya,LTE,1000,1,0,404,45,8223,487424
OCI_404_45_355585,13.01,77.51,Airtel,70,1800,46,30,Peenya,LTE,1000,1,0,404,45,8223,355585
OCI_404_44_10910763,13.01,77.51,Unknown,70,1800,46,30,Peenya,LTE,1000,1,0,404,44,41370,10910763
OCI_404_44_10910762,13.01,77.51,Unknown,70,1800,46,30,Peenya,LTE,1000,1,0,404,44,41370,10910762
OCI_404_45_27821015,13.01,77.51,Airtel,60,2100,43,30,Peenya,UMTS,1000,1,0,404,45,34241,27821015
OCI_404_45_21291,13.01,77.51,Airtel,65,900,43,35,Peenya,GSM,1000,1,0,404,45,26371,21291
OCI_405_34_207465,13.01,77.51,Unknown,60,2100,43,30,Peenya,UMTS,1000,1,0,405,34,10003,207465
OCI_404_45_27801155,13.01,77.51,Airtel,60,2100,43,30,Peenya,UMTS,1000,1,0,404,45,34241,27801155
OCI_404_86_8153,13.01,77.51,Vi,65,900,43,35,Peenya,GSM,1000,1,0,404,86,32012,8153
OCI_404_86_4312,13.01,77.51,Vi,65,900,43,35,Peenya,GSM,1000,1,0,404,86,32012,4312
OCI_404_45_3522,13.01,77.5,Airtel,65,900,43,35,Peenya,GSM,1000,1,0,404,45,25102,3522
OCI_404_86_17861,13.01,77.5,Vi,65,900,43,35,Peenya,GSM,1000,1,0,404,86,32012,17861
OCI_405_34_24332,13.01,77.5,Unknown,65,900,43,35,Peenya,GSM,1000,1,0,405,34,11800,24332
OCI_405_34_24331,13.01,77.51,Unknown,65,900,43,35,Peenya,GSM,1000,1,0,405,34,11800,24331
OCI_405_34_207074,13.01,77.5,Unknown,60,2100,43,30,Peenya,UMTS,1000,1,0,405,34,10003,207074
OCI_404_45_27790793,13.01,77.5,Airtel,60,2100,43,30,Peenya,UMTS,1000,1,0,404,45,34241,27790793
OCI_404_45_27790785,13.01,77.5,Airtel,60,2100,43,30,Peenya,UMTS,1000,1,0,404,45,34241,27790785
OCI_404_45_750593,12.9,77.68,Airtel,70,1800,46,30,Sarjapur Road,LTE,1000,1,0,404,45,8244,750593
OCI_404_44_2652,12.9,77.68,Unknown,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,44,1312,2652
OCI_404_45_29322,12.9,77.68,Airtel,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,45,25063,29322
OCI_404_45_27448150,12.9,77.67,Airtel,60,2100,43,30,Sarjapur Road,UMTS,1000,1,0,404,45,34032,27448150
OCI_405_34_175368,12.9,77.68,Unknown,60,2100,43,30,Sarjapur Road,UMTS,1000,1,0,405,34,10002,175368
OCI_404_44_2651,12.9,77.68,Unknown,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,44,1311,2651
OCI_404_86_47703,12.9,77.68,Vi,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,86,50034,47703
OCI_405_10_60033,12.9,77.68,Airtel,65,900,43,35,Sarjapur Road,GSM,1000,1,0,405,10,10051,60033
OCI_404_45_27423376,12.9,77.68,Airtel,60,2100,43,30,Sarjapur Road,UMTS,1000,1,0,404,45,34184,27423376
OCI_405_861_1612306,12.9,77.68,Jio,70,1800,46,30,Sarjapur Road,LTE,1000,1,0,405,861,15,1612306
OCI_404_45_28137115,12.9,77.68,Airtel,60,2100,43,30,Sarjapur Road,UMTS,1000,1,0,404,45,34291,28137115
OCI_405_34_44296,12.9,77.68,Unknown,65,900,43,35,Sarjapur Road,GSM,1000,1,0,405,34,10002,44296
OCI_404_45_29322,12.9,77.68,Airtel,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,45,1628,29322
OCI_404_86_39693,12.9,77.67,Vi,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,86,31804,39693
OCI_404_45_23461,12.9,77.68,Airtel,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,45,25063,23461
OCI_404_44_2673,12.9,77.67,Unknown,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,44,1312,2673
OCI_404_45_1384961,12.9,77.67,Airtel,70,1800,46,30,Sarjapur Road,LTE,1000,1,0,404,45,8668,1384961
OCI_404_45_29321,12.9,77.67,Airtel,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,45,25063,29321
OCI_404_44_2701,12.9,77.67,Unknown,65,900,43,35,Sarjapur Road,GSM,1514,1,0,404,44,1312,2701
OCI_404_45_56793,12.9,77.67,Airtel,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,45,1628,56793
OCI_404_45_27423369,12.9,77.68,Airtel,60,2100,43,30,Sarjapur Road,UMTS,1000,1,0,404,45,34182,27423369
OCI_404_45_29321,12.9,77.68,Airtel,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,45,1628,29321
OCI_404_86_45462,12.9,77.68,Vi,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,86,50034,45462
OCI_404_86_39691,12.9,77.68,Vi,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,86,31804,39691
OCI_404_45_27423375,12.9,77.68,Airtel,60,2100,43,30,Sarjapur Road,UMTS,1000,1,0,404,45,34184,27423375
OCI_405_34_5183,12.9,77.68,Unknown,65,900,43,35,Sarjapur Road,GSM,1000,1,0,405,34,19001,5183
OCI_404_45_22171,12.9,77.67,Airtel,65,900,43,35,Sarjapur Road,GSM,1067,1,0,404,45,25071,22171
OCI_404_45_12593,12.9,77.67,Airtel,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,45,25063,12593
OCI_404_86_39693,12.9,77.67,Vi,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,86,50034,39693
OCI_404_45_42423,12.9,77.67,Airtel,65,900,43,35,Sarjapur Road,GSM,1000,1,0,404,45,25063,42423
